sector,city,founded_year,startup_age_years,funding_stage,total_funding_sar,num_funding_rounds,num_investors,num_founders,speed_to_first_round_months,last_round_type,sama_sandbox,rega_sandbox,ntdp_participation,market_growth_index,traction_score,monthly_revenue_sar,risk_category,survived_3_years,investment_score
Edtech,Riyadh,2019,5,Pre-Seed,113,2,3,2,11,Pre-Seed,0,0,0,0.58,11.7,412,High,0,40.9
Real Estate Tech,Dammam,2012,12,Series A,12943,4,9,1,21,Series A,0,1,0,0.82,58.3,257069,Low,1,76.8
Edtech,Riyadh,2016,8,Series C,137410,4,20,3,35,Series C,0,0,0,0.58,85.4,12609694,Low,1,81.0
Real Estate Tech,Jeddah,2016,8,Series B,31950,3,10,4,8,Series B,0,0,1,0.82,67.0,557536,Low,1,82.7
Real Estate Tech,Riyadh,2010,14,Series A,10652,4,7,2,37,Series A,0,0,1,0.82,59.1,373191,Low,1,77.4
Edtech,Jeddah,2017,7,Seed,2821,3,6,1,29,Seed,0,0,0,0.58,29.1,79599,Medium,1,50.9
Healthtech,Riyadh,2016,8,Seed,1401,1,4,2,31,Seed,0,0,1,0.78,28.6,28521,Medium,1,60.3
Agritech,Riyadh,2010,14,Pre-Seed,230,1,2,3,21,Pre-Seed,0,0,0,0.52,21.6,1505,High,0,40.9
Edtech,Riyadh,2017,7,Series A,14785,3,9,2,29,Series A,0,0,0,0.58,46.1,377775,Low,1,62.0
Healthtech,Riyadh,2011,13,Series A,5772,2,5,1,7,Series A,0,0,1,0.78,60.9,197680,Low,1,77.3
Fintech,Riyadh,2017,7,Growth,281186,5,44,4,11,Growth,1,0,1,0.9,99.8,15427934,Low,1,94.9
Real Estate Tech,Riyadh,2012,12,Seed,1032,2,3,3,25,Seed,0,0,0,0.82,38.1,16609,Medium,0,63.1
Real Estate Tech,Riyadh,2019,5,Pre-Seed,438,1,3,1,20,Pre-Seed,0,1,0,0.82,18.9,7451,Medium,1,51.7
Real Estate Tech,Riyadh,2016,8,Seed,1545,2,4,4,16,Seed,0,1,0,0.82,25.9,53381,Low,1,65.9
HR Tech,Jeddah,2022,2,Series A,8840,4,6,2,1,Series A,0,0,0,0.65,35.5,346613,Low,1,60.7
E-commerce,NEOM,2015,9,Series B,39609,5,17,2,13,Series B,0,0,1,0.72,70.1,1927531,Low,1,80.6
Traveltech,Riyadh,2014,10,Pre-Seed,232,2,2,2,6,Pre-Seed,0,0,0,0.48,23.7,8329,Medium,0,42.0
Healthtech,Jeddah,2020,4,Seed,2227,1,5,3,22,Seed,0,0,1,0.78,33.6,20075,Medium,0,61.5
Logistics Tech,Jeddah,2019,5,Seed,1475,1,2,3,16,Seed,0,0,0,0.63,27.2,9690,Medium,0,52.4
E-commerce,Riyadh,2020,4,Seed,526,3,3,1,11,Seed,0,0,0,0.72,22.7,26019,Medium,1,52.7
Healthtech,Jeddah,2011,13,Series B,47108,4,16,4,44,Series B,0,0,0,0.78,69.4,551236,Low,1,82.2
E-commerce,Riyadh,2011,13,Seed,1045,1,6,1,28,Seed,0,0,0,0.72,33.7,36831,Medium,1,57.6
Fintech,Jeddah,2022,2,Series B,24454,5,18,3,28,Series B,0,0,0,0.9,66.6,1611764,Low,1,81.2
Edtech,Riyadh,2021,3,Series A,5066,2,5,2,40,Series A,0,0,0,0.58,47.2,69065,Medium,1,58.0
Real Estate Tech,Jeddah,2010,14,Series B,42922,3,15,2,26,Series B,0,0,0,0.82,75.8,2985990,Low,1,84.3
Fintech,Jeddah,2018,6,Seed,1434,1,6,2,10,Seed,0,0,1,0.9,32.9,14729,Low,1,69.7
Healthtech,Riyadh,2020,4,Series B,46009,4,10,3,9,Series B,0,0,0,0.78,67.7,1202538,Low,1,81.7
Fintech,Riyadh,2017,7,Seed,1551,2,5,2,27,Seed,0,0,0,0.9,19.0,27609,Medium,0,60.5
HR Tech,Medina,2017,7,Seed,1317,3,4,3,1,Seed,0,0,0,0.65,24.5,46825,Medium,0,56.3
HR Tech,Riyadh,2010,14,Pre-Seed,498,2,2,2,17,Pre-Seed,0,0,0,0.65,17.2,8589,Medium,1,45.1
Traveltech,Jeddah,2014,10,Seed,608,3,6,3,1,Seed,0,0,1,0.48,28.6,26193,Low,1,53.8
Real Estate Tech,Khobar,2021,3,Seed,1448,3,6,2,18,Seed,0,0,0,0.82,24.9,40173,Medium,0,57.7
Fintech,Jeddah,2015,9,Seed,1238,1,6,2,26,Seed,0,0,0,0.9,23.9,48807,Medium,1,62.5
Traveltech,Jeddah,2011,13,Growth,202755,5,46,2,20,Growth,0,0,0,0.48,95.4,31004468,Low,1,81.0
E-commerce,Dammam,2019,5,Pre-Seed,322,2,1,3,27,Pre-Seed,0,0,0,0.72,14.0,5634,High,1,44.6
HR Tech,NEOM,2014,10,Series B,15793,5,16,2,37,Series B,0,0,0,0.65,62.2,2457351,Low,1,73.0
HR Tech,Riyadh,2015,9,Growth,161368,8,30,2,16,Growth,0,0,0,0.65,94.1,51800463,Low,1,85.7
Agritech,Riyadh,2018,6,Pre-Seed,431,1,2,4,46,Pre-Seed,0,0,0,0.52,17.8,5601,High,0,40.5
Real Estate Tech,Riyadh,2019,5,Series A,12548,2,6,3,20,Series A,0,1,1,0.82,48.7,223911,Low,1,76.7
E-commerce,Mecca,2010,14,Seed,1886,1,2,1,27,Seed,0,0,0,0.72,36.9,60582,Medium,0,56.2
Agritech,Jeddah,2022,2,Pre-Seed,388,1,3,4,11,Pre-Seed,0,0,1,0.52,11.8,1120,Medium,0,41.3
Real Estate Tech,Riyadh,2019,5,Seed,1968,2,6,3,34,Seed,0,0,0,0.82,27.6,74494,Medium,1,60.7
Fintech,NEOM,2012,12,Series C,100213,6,30,2,28,Series C,0,0,1,0.9,83.9,8455389,Low,1,90.2
Healthtech,Riyadh,2021,3,Pre-Seed,447,2,2,2,32,Pre-Seed,0,0,0,0.78,14.6,5414,High,0,45.0
Traveltech,Riyadh,2018,6,Series A,10924,4,10,3,18,Series A,0,0,0,0.48,46.2,337759,Low,0,59.3
Edtech,Jeddah,2010,14,Seed,543,3,3,3,5,Seed,0,0,0,0.58,35.5,61255,Medium,1,55.6
Healthtech,Riyadh,2010,14,Series B,22694,3,11,2,22,Series B,0,0,0,0.78,69.7,1536075,Low,1,80.5
Fintech,NEOM,2010,14,Pre-Seed,230,2,3,2,1,Pre-Seed,0,0,0,0.9,23.8,210,Medium,1,58.9
Healthtech,Riyadh,2016,8,Series A,10493,3,6,2,14,Series A,0,0,0,0.78,52.4,105854,Low,1,74.1
Cybersecurity,Dammam,2022,2,Series A,9328,2,9,2,19,Series A,0,0,0,0.88,44.7,363786,Low,1,70.0
Fintech,Jeddah,2014,10,Series A,6354,3,9,2,41,Series A,0,0,0,0.9,48.7,156594,Low,1,74.8
E-commerce,Riyadh,2015,9,Series C,96133,5,21,1,21,Series C,0,0,0,0.72,82.0,10478740,Low,1,84.2
Agritech,Medina,2022,2,Series B,30206,5,14,3,19,Series B,0,0,0,0.52,57.2,2078516,Low,1,64.3
Edtech,Jeddah,2017,7,Pre-Seed,120,1,3,3,17,Pre-Seed,0,0,0,0.58,16.7,5966,Medium,1,43.2
Edtech,Riyadh,2022,2,Seed,1819,1,6,2,4,Seed,0,0,0,0.58,26.6,54712,Medium,1,50.3
Edtech,Riyadh,2011,13,Seed,1732,1,4,2,18,Seed,0,0,1,0.58,42.2,45335,Medium,0,57.3
Real Estate Tech,NEOM,2022,2,Seed,2001,1,5,2,19,Seed,0,1,0,0.82,33.3,41111,Medium,1,61.3
Real Estate Tech,Riyadh,2011,13,Seed,2494,3,5,2,8,Seed,0,0,0,0.82,29.0,18334,Low,1,64.1
Logistics Tech,Riyadh,2012,12,Seed,1454,2,4,4,6,Seed,0,0,0,0.63,32.9,5107,Low,1,59.9
Logistics Tech,Riyadh,2022,2,Seed,569,2,4,3,13,Seed,0,0,0,0.63,23.5,26315,Medium,1,51.0
Agritech,Riyadh,2012,12,Growth,242061,7,50,2,18,Growth,0,0,0,0.52,100.0,76386524,Low,1,83.6
Traveltech,Dammam,2022,2,Pre-Seed,417,2,3,2,13,Pre-Seed,0,0,1,0.48,12.2,5796,High,1,37.1
E-commerce,Riyadh,2012,12,Series C,66685,4,17,2,7,Series C,0,0,1,0.72,91.9,4312215,Low,1,87.2
E-commerce,Riyadh,2013,11,Seed,527,3,2,2,20,Seed,0,0,0,0.72,27.3,37572,Medium,0,53.9
Logistics Tech,Riyadh,2012,12,Series A,14170,4,7,2,23,Series A,0,0,1,0.63,54.8,462423,Low,0,69.3
Healthtech,Riyadh,2011,13,Series B,33985,3,9,3,19,Series B,0,0,0,0.78,67.6,1516274,Low,1,81.7
Edtech,Khobar,2018,6,Seed,2654,1,2,3,12,Seed,0,0,0,0.58,19.5,27921,Medium,0,50.1
Logistics Tech,Riyadh,2015,9,Seed,1086,1,6,2,23,Seed,0,0,1,0.63,29.0,38719,Medium,1,56.3
Traveltech,Medina,2012,12,Seed,1310,2,3,3,16,Seed,0,0,0,0.48,31.0,7667,Medium,1,49.3
Real Estate Tech,Riyadh,2018,6,Seed,1134,1,3,3,6,Seed,0,0,1,0.82,36.0,47568,Low,1,66.9
Real Estate Tech,Riyadh,2013,11,Series C,135939,6,16,3,28,Series C,0,0,0,0.82,80.2,8844053,Low,1,86.7
Fintech,NEOM,2013,11,Series B,18083,4,11,4,21,Series B,0,0,0,0.9,67.0,494985,Low,1,85.1
Healthtech,Riyadh,2017,7,Pre-Seed,246,2,1,2,16,Pre-Seed,0,0,0,0.78,10.2,2643,Medium,1,47.5
Fintech,Jeddah,2016,8,Pre-Seed,315,2,1,2,2,Pre-Seed,0,0,0,0.9,21.4,3173,Medium,1,57.0
E-commerce,Medina,2016,8,Seed,2869,3,6,3,10,Seed,0,0,1,0.72,30.1,33937,Low,0,64.6
Healthtech,Riyadh,2019,5,Pre-Seed,402,2,2,3,38,Pre-Seed,0,0,0,0.78,13.0,5839,High,1,47.2
Real Estate Tech,Riyadh,2016,8,Series A,5627,2,4,4,2,Series A,0,1,1,0.82,54.6,344183,Low,1,79.0
Healthtech,Jeddah,2019,5,Pre-Seed,279,2,3,1,15,Pre-Seed,0,0,0,0.78,6.6,4341,Medium,1,45.4
Fintech,Riyadh,2020,4,Seed,660,1,5,2,17,Seed,1,0,1,0.9,27.8,67724,Low,1,66.7
Fintech,Riyadh,2014,10,Pre-Seed,109,1,2,1,21,Pre-Seed,1,0,1,0.9,22.5,810,Medium,1,58.2
Logistics Tech,Riyadh,2016,8,Seed,2789,1,6,2,3,Seed,0,0,0,0.63,31.4,71546,Low,1,58.7
Real Estate Tech,Riyadh,2013,11,Series A,14199,3,5,2,19,Series A,0,0,1,0.82,44.4,367122,Low,1,72.8
Fintech,Dammam,2017,7,Seed,2179,3,6,1,1,Seed,1,0,0,0.9,35.3,34847,Low,1,71.4
E-commerce,Riyadh,2018,6,Growth,159383,6,49,1,18,Growth,0,0,0,0.72,95.0,11716894,Low,1,88.1
Logistics Tech,Riyadh,2022,2,Series B,39121,5,14,2,11,Series B,0,0,0,0.63,55.0,874606,Low,1,70.3
Real Estate Tech,Jeddah,2021,3,Seed,2875,3,5,2,9,Seed,0,0,1,0.82,26.7,78725,Medium,1,62.3
Healthtech,Riyadh,2012,12,Pre-Seed,452,1,1,1,26,Pre-Seed,0,0,0,0.78,24.7,1850,High,0,49.3
Fintech,Riyadh,2016,8,Series B,44969,4,15,2,15,Series B,0,0,0,0.9,62.8,794357,Low,1,83.8
Fintech,Dammam,2021,3,Series C,118463,4,19,2,22,Series C,1,0,0,0.9,81.0,4101182,Low,1,89.3
Healthtech,Riyadh,2019,5,Series B,30736,4,17,4,23,Series B,0,0,0,0.78,75.7,2766837,Low,1,83.3
Healthtech,Dammam,2018,6,Pre-Seed,499,2,3,2,30,Pre-Seed,0,0,1,0.78,19.5,4076,Medium,0,51.6
Healthtech,NEOM,2010,14,Growth,255847,5,21,2,5,Growth,0,0,0,0.78,99.0,67962308,Low,1,91.1
Edtech,Riyadh,2011,13,Seed,834,2,4,3,27,Seed,0,0,0,0.58,30.9,25678,Medium,1,51.9
HR Tech,Jeddah,2016,8,Series A,10411,2,7,2,18,Series A,0,0,0,0.65,50.5,394830,Low,1,66.9
E-commerce,Riyadh,2022,2,Series C,89987,6,28,3,14,Series C,0,0,0,0.72,80.1,8085536,Low,1,83.6
Real Estate Tech,Riyadh,2011,13,Pre-Seed,469,2,2,2,6,Pre-Seed,0,1,1,0.82,19.2,1100,Medium,0,59.2
Logistics Tech,NEOM,2016,8,Series C,117934,4,26,4,24,Series C,0,0,0,0.63,73.2,3576361,Low,1,78.9
Real Estate Tech,NEOM,2010,14,Seed,2722,2,3,2,8,Seed,0,1,1,0.82,36.7,14886,Low,1,70.0
E-commerce,Riyadh,2012,12,Growth,229988,8,40,4,23,Growth,0,0,0,0.72,97.8,51277947,Low,1,88.9
Fintech,Jeddah,2014,10,Seed,2219,2,4,3,37,Seed,0,0,0,0.9,30.8,64569,Medium,0,64.8
Fintech,Khobar,2021,3,Series C,72889,6,18,2,27,Series C,0,0,1,0.9,74.3,8899136,Low,1,87.3
HR Tech,Mecca,2020,4,Pre-Seed,454,1,1,3,31,Pre-Seed,0,0,1,0.65,15.8,7280,High,1,43.6
Agritech,Jeddah,2015,9,Series A,8786,4,4,2,10,Series A,0,0,1,0.52,52.5,366651,Low,0,65.4
Edtech,Riyadh,2022,2,Seed,2283,1,3,1,25,Seed,0,0,0,0.58,20.7,60158,High,1,42.3
E-commerce,Riyadh,2018,6,Seed,2624,1,6,2,6,Seed,0,0,0,0.72,25.2,31464,Medium,1,59.1
Fintech,Mecca,2018,6,Pre-Seed,343,2,2,4,15,Pre-Seed,1,0,1,0.9,20.3,4393,Medium,0,62.9
Fintech,Riyadh,2012,12,Series A,7548,4,10,2,35,Series A,0,0,0,0.9,54.1,62667,Low,0,76.5
Real Estate Tech,Jeddah,2017,7,Pre-Seed,498,2,3,2,11,Pre-Seed,0,0,0,0.82,16.0,166,Medium,1,54.1
Healthtech,Riyadh,2022,2,Series A,12971,4,8,3,29,Series A,0,0,0,0.78,39.7,453817,Medium,0,65.2
Edtech,Riyadh,2013,11,Seed,2915,1,3,2,28,Seed,0,0,0,0.58,35.2,59088,Medium,1,51.9
Edtech,Riyadh,2016,8,Series C,108170,5,19,1,28,Series C,0,0,0,0.58,76.7,13029957,Low,1,77.0
Real Estate Tech,Abha,2015,9,Pre-Seed,177,1,3,3,5,Pre-Seed,0,1,1,0.82,17.7,4599,Low,1,60.1
HR Tech,Riyadh,2017,7,Pre-Seed,257,1,1,3,23,Pre-Seed,0,0,0,0.65,15.0,5736,High,0,43.4
Edtech,Jeddah,2015,9,Pre-Seed,147,1,2,2,16,Pre-Seed,0,0,1,0.58,19.5,2806,Medium,0,44.7
Healthtech,Riyadh,2013,11,Seed,1836,3,4,4,28,Seed,0,0,0,0.78,31.6,9552,Medium,1,61.7
Healthtech,Riyadh,2011,13,Pre-Seed,397,2,2,2,1,Pre-Seed,0,0,0,0.78,16.1,858,Medium,0,51.8
E-commerce,Riyadh,2016,8,Seed,2658,3,5,2,21,Seed,0,0,0,0.72,32.5,69809,Medium,0,58.2
Real Estate Tech,Jeddah,2020,4,Series B,21059,4,18,1,20,Series B,0,0,0,0.82,70.7,1174851,Low,1,78.8
Real Estate Tech,Riyadh,2022,2,Series A,14554,4,9,2,1,Series A,0,0,0,0.82,44.2,403944,Low,0,70.3
Logistics Tech,Riyadh,2020,4,Series A,6516,2,9,2,9,Series A,0,0,1,0.63,50.0,174687,Low,0,68.3
Fintech,Riyadh,2013,11,Pre-Seed,358,1,2,2,1,Pre-Seed,1,0,1,0.9,18.7,2232,Medium,1,62.1
Fintech,Riyadh,2022,2,Series A,10492,4,6,3,10,Series A,1,0,0,0.9,47.5,369905,Low,1,78.3
Fintech,Mecca,2018,6,Pre-Seed,238,2,2,1,23,Pre-Seed,0,0,0,0.9,12.4,8906,High,1,49.6
Fintech,Mecca,2018,6,Series B,32746,3,12,3,19,Series B,1,0,0,0.9,67.1,1746312,Low,1,85.1
Agritech,Riyadh,2016,8,Seed,1287,3,2,2,19,Seed,0,0,0,0.52,26.2,34466,Medium,1,46.4
Edtech,Jeddah,2014,10,Seed,1056,1,2,4,7,Seed,0,0,1,0.58,31.2,50996,Low,1,57.2
E-commerce,Khobar,2012,12,Seed,2540,2,4,2,29,Seed,0,0,0,0.72,26.3,14642,Medium,0,55.7
Fintech,Riyadh,2012,12,Series B,47166,3,17,1,17,Series B,0,0,0,0.9,68.4,1146369,Low,1,84.9
E-commerce,Dammam,2018,6,Pre-Seed,358,1,3,1,18,Pre-Seed,0,0,1,0.72,14.0,969,Medium,0,47.1
E-commerce,Mecca,2018,6,Series A,10793,4,5,3,27,Series A,0,0,0,0.72,50.6,249186,Low,0,68.8
Fintech,Riyadh,2021,3,Pre-Seed,326,2,1,3,8,Pre-Seed,0,0,0,0.9,14.1,5951,Medium,1,52.8
E-commerce,Riyadh,2022,2,Series A,5113,3,6,2,20,Series A,0,0,0,0.72,45.5,284489,Medium,1,63.1
E-commerce,Mecca,2020,4,Series C,134131,5,29,2,22,Series C,0,0,0,0.72,82.9,6702995,Low,1,83.6
Healthtech,Jeddah,2013,11,Seed,2202,1,5,2,12,Seed,0,0,1,0.78,31.0,61121,Low,1,65.1
Healthtech,Riyadh,2020,4,Seed,2587,1,6,4,24,Seed,0,0,0,0.78,26.8,14211,Medium,1,59.4
Fintech,Riyadh,2010,14,Series C,148295,4,15,4,22,Series C,1,0,0,0.9,96.3,13534053,Low,1,93.9
Real Estate Tech,Riyadh,2022,2,Seed,2868,1,3,4,16,Seed,0,0,0,0.82,20.5,6653,Medium,1,57.1
Healthtech,Jeddah,2019,5,Seed,2908,2,6,3,16,Seed,0,0,0,0.78,18.4,71796,Medium,1,58.1
E-commerce,Jeddah,2014,10,Series A,5317,2,8,4,23,Series A,0,0,0,0.72,47.8,53362,Low,0,70.2
Agritech,Abha,2017,7,Series A,9470,2,7,2,25,Series A,0,0,1,0.52,55.0,448696,Low,1,64.3
Edtech,Riyadh,2019,5,Pre-Seed,174,2,3,3,18,Pre-Seed,0,0,0,0.58,10.5,4387,High,0,39.5
Fintech,Jeddah,2013,11,Series B,35737,3,15,3,29,Series B,0,0,1,0.9,70.6,2136567,Low,1,86.2
Fintech,Jeddah,2019,5,Seed,2748,1,4,4,24,Seed,1,0,0,0.9,28.4,11671,Low,1,66.9
Healthtech,Riyadh,2019,5,Pre-Seed,197,2,2,2,1,Pre-Seed,0,0,0,0.78,13.6,4145,Medium,0,49.1
Fintech,Riyadh,2013,11,Series B,36876,4,15,1,3,Series B,1,0,0,0.9,70.3,2098585,Low,1,86.1
Healthtech,Medina,2022,2,Seed,1405,3,4,2,29,Seed,0,0,1,0.78,21.2,16038,Medium,1,54.1
HR Tech,NEOM,2021,3,Pre-Seed,263,1,1,3,15,Pre-Seed,0,0,0,0.65,11.0,6332,High,1,41.1
Healthtech,Riyadh,2018,6,Series A,12329,2,4,2,19,Series A,0,0,0,0.78,46.3,98041,Low,1,68.3
E-commerce,Jeddah,2018,6,Series B,17026,3,11,2,29,Series B,0,0,0,0.72,69.9,2443392,Low,1,77.4
Healthtech,Riyadh,2016,8,Series B,15106,4,12,2,17,Series B,0,0,0,0.78,67.3,2474582,Low,1,80.8
E-commerce,Jeddah,2019,5,Series C,144907,6,20,2,18,Series C,0,0,0,0.72,75.1,6119209,Low,1,82.1
Healthtech,Jeddah,2017,7,Series B,35844,3,12,2,9,Series B,0,0,1,0.78,66.4,2123568,Low,1,81.3
HR Tech,Jeddah,2021,3,Pre-Seed,120,1,1,1,21,Pre-Seed,0,0,0,0.65,15.6,6863,High,0,37.6
E-commerce,Abha,2021,3,Seed,2522,3,6,4,23,Seed,0,0,0,0.72,23.2,16064,Medium,0,55.3
HR Tech,Jeddah,2013,11,Series B,15699,5,16,3,12,Series B,0,0,0,0.65,65.1,2626533,Low,1,77.0
Traveltech,Riyadh,2017,7,Seed,1247,2,3,1,8,Seed,0,0,0,0.48,28.4,7237,Medium,1,47.7
Fintech,Dammam,2015,9,Series A,9072,2,5,3,44,Series A,1,0,0,0.9,51.6,55967,Low,1,79.6
Fintech,Riyadh,2022,2,Series A,8740,2,6,3,17,Series A,1,0,0,0.9,51.1,215323,Low,1,77.3
Fintech,Riyadh,2012,12,Seed,1461,2,3,1,11,Seed,1,0,0,0.9,38.5,26512,Low,1,70.2
Fintech,Riyadh,2016,8,Series C,69876,5,24,2,25,Series C,0,0,1,0.9,80.6,2433007,Low,1,89.2
Fintech,Riyadh,2012,12,Seed,709,2,3,2,17,Seed,0,0,0,0.9,39.2,67214,Medium,1,66.0
Edtech,Dammam,2020,4,Seed,1812,3,6,2,7,Seed,0,0,1,0.58,28.2,18991,Medium,0,54.4
Fintech,Riyadh,2016,8,Growth,353842,8,50,3,22,Growth,0,0,1,0.9,87.6,46234227,Low,1,91.3
Real Estate Tech,Dammam,2014,10,Seed,2392,3,6,2,9,Seed,0,1,0,0.82,36.0,18500,Low,1,69.7
Agritech,Jeddah,2013,11,Pre-Seed,252,1,2,2,33,Pre-Seed,0,0,0,0.52,8.8,7190,High,0,35.9
Fintech,Riyadh,2012,12,Seed,2540,1,2,4,22,Seed,0,0,1,0.9,39.3,70832,Low,1,69.2
Logistics Tech,Dammam,2017,7,Series B,34674,5,14,2,15,Series B,0,0,0,0.63,66.5,2347975,Low,1,76.5
Real Estate Tech,Riyadh,2013,11,Series B,43437,5,12,3,19,Series B,0,1,0,0.82,72.9,2584147,Low,1,84.5
Fintech,Riyadh,2017,7,Series B,49386,4,12,1,27,Series B,0,0,0,0.9,66.0,2579082,Low,1,83.0
Edtech,Jeddah,2019,5,Series A,11187,4,5,2,19,Series A,0,0,0,0.58,48.6,106320,Medium,0,60.8
Healthtech,Riyadh,2012,12,Seed,2769,1,2,2,39,Seed,0,0,0,0.78,29.9,65592,Medium,0,57.7
Agritech,Riyadh,2019,5,Series B,15435,3,16,2,29,Series B,0,0,0,0.52,64.3,1183147,Low,1,66.9
Edtech,Jeddah,2022,2,Series C,60520,5,16,2,22,Series C,0,0,1,0.58,80.5,7829956,Low,1,77.1
Logistics Tech,Jeddah,2018,6,Pre-Seed,210,2,3,2,8,Pre-Seed,0,0,0,0.63,3.3,3213,Medium,1,42.2
Real Estate Tech,Riyadh,2015,9,Pre-Seed,191,1,2,2,16,Pre-Seed,0,1,1,0.82,26.6,5242,Medium,0,59.3
Fintech,Mecca,2014,10,Growth,492009,7,20,3,22,Growth,1,0,0,0.9,100.0,47851579,Low,1,95.0
Logistics Tech,Jeddah,2014,10,Series B,20259,5,11,1,9,Series B,0,0,0,0.63,70.1,559255,Low,1,77.3
Logistics Tech,NEOM,2022,2,Series C,122727,4,16,3,30,Series C,0,0,1,0.63,81.6,13019139,Low,1,81.4
Cybersecurity,Riyadh,2012,12,Series B,37480,5,17,2,8,Series B,0,0,0,0.88,76.3,1425030,Low,1,87.3
E-commerce,Jeddah,2011,13,Seed,848,3,2,2,11,Seed,0,0,1,0.72,35.3,17725,Medium,1,61.7
Real Estate Tech,NEOM,2015,9,Series A,7861,2,10,3,12,Series A,0,0,0,0.82,49.4,483623,Low,1,76.7
Logistics Tech,Jeddah,2020,4,Seed,1434,1,5,2,25,Seed,0,0,0,0.63,22.7,12616,Medium,0,49.5
Real Estate Tech,Jeddah,2010,14,Pre-Seed,282,2,2,2,9,Pre-Seed,0,1,0,0.82,17.6,9953,Medium,1,56.4
Traveltech,Riyadh,2016,8,Series A,13748,2,7,1,1,Series A,0,0,1,0.48,53.5,449975,Low,1,64.4
Agritech,Riyadh,2014,10,Seed,2746,2,4,3,28,Seed,0,0,0,0.52,28.0,79342,Medium,0,49.4
E-commerce,Riyadh,2013,11,Series A,12339,3,7,2,13,Series A,0,0,1,0.72,46.4,335634,Low,1,72.6
Logistics Tech,Riyadh,2018,6,Seed,881,3,3,1,7,Seed,0,0,0,0.63,26.6,9783,Medium,1,52.7
Logistics Tech,NEOM,2019,5,Seed,1325,1,6,2,10,Seed,0,0,1,0.63,28.7,25377,Low,1,57.9
Fintech,Riyadh,2010,14,Pre-Seed,102,1,1,3,35,Pre-Seed,0,0,0,0.9,20.2,8487,Medium,1,54.0
Traveltech,Mecca,2020,4,Seed,2138,1,3,2,11,Seed,0,0,0,0.48,25.9,44428,Medium,0,46.0
E-commerce,Mecca,2013,11,Pre-Seed,291,1,2,1,16,Pre-Seed,0,0,0,0.72,12.6,521,Medium,0,45.6
Logistics Tech,Riyadh,2012,12,Pre-Seed,475,2,1,2,13,Pre-Seed,0,0,0,0.63,23.6,5341,Medium,0,47.7
Real Estate Tech,Riyadh,2015,9,Growth,183293,7,33,2,5,Growth,0,1,0,0.82,100.0,12547272,Low,1,92.6
Traveltech,NEOM,2014,10,Pre-Seed,135,2,1,2,10,Pre-Seed,0,0,0,0.48,23.0,8877,High,0,40.8
E-commerce,Mecca,2016,8,Seed,1594,1,3,3,4,Seed,0,0,1,0.72,29.3,41383,Low,0,62.1
Fintech,Riyadh,2022,2,Series A,3105,3,8,2,27,Series A,1,0,1,0.9,53.5,129804,Low,1,77.1
Traveltech,Riyadh,2010,14,Series A,4740,4,5,2,19,Series A,0,0,1,0.48,48.9,117156,Low,1,60.2
Fintech,Jeddah,2022,2,Pre-Seed,412,2,3,4,42,Pre-Seed,0,0,0,0.9,8.3,6001,Medium,0,49.7
Real Estate Tech,Jeddah,2014,10,Series B,33061,5,15,2,10,Series B,0,0,0,0.82,62.9,2694264,Low,1,81.5
HR Tech,Riyadh,2011,13,Series B,39289,3,10,2,9,Series B,0,0,0,0.65,71.8,1619865,Low,1,79.0
HR Tech,Jeddah,2011,13,Pre-Seed,406,2,1,2,33,Pre-Seed,0,0,0,0.65,16.0,8086,High,1,42.8
Healthtech,Riyadh,2020,4,Seed,1321,3,3,2,28,Seed,0,0,0,0.78,23.6,24848,Medium,1,53.7
Healthtech,Riyadh,2020,4,Series C,95092,4,18,2,21,Series C,0,0,1,0.78,81.6,12927556,Low,1,85.9
E-commerce,Riyadh,2011,13,Series B,28337,3,11,2,6,Series B,0,0,1,0.72,72.1,537270,Low,1,81.2
Real Estate Tech,Riyadh,2018,6,Series A,13065,2,10,4,35,Series A,0,0,0,0.82,41.8,153047,Low,1,71.9
Real Estate Tech,Riyadh,2019,5,Pre-Seed,136,2,2,3,17,Pre-Seed,0,1,1,0.82,27.6,7147,Medium,0,58.7
Edtech,Riyadh,2012,12,Seed,1543,1,3,3,13,Seed,0,0,0,0.58,32.2,28607,Medium,1,54.7
Logistics Tech,Riyadh,2013,11,Series A,14627,2,9,2,29,Series A,0,0,0,0.63,57.7,468742,Low,0,68.2
Logistics Tech,Riyadh,2014,10,Pre-Seed,409,1,3,2,17,Pre-Seed,0,0,0,0.63,13.9,2802,Medium,1,44.5
Logistics Tech,Riyadh,2013,11,Seed,2042,1,2,2,6,Seed,0,0,0,0.63,29.5,63154,Medium,1,55.3
Fintech,Medina,2013,11,Series A,3467,3,6,2,18,Series A,1,0,1,0.9,59.4,338586,Low,1,82.8
E-commerce,Riyadh,2014,10,Seed,699,1,6,3,10,Seed,0,0,1,0.72,39.2,78783,Low,1,66.6
Fintech,Riyadh,2019,5,Series B,30906,3,9,2,1,Series B,1,0,0,0.9,75.9,2255262,Low,0,87.8
Healthtech,Jeddah,2018,6,Series B,16592,3,13,3,9,Series B,0,0,1,0.78,66.4,926824,Low,1,81.3
E-commerce,Medina,2021,3,Seed,1735,3,4,1,12,Seed,0,0,0,0.72,21.6,64457,Medium,1,52.9
Agritech,Riyadh,2018,6,Series B,31154,4,15,2,6,Series B,0,0,1,0.52,68.1,797506,Low,1,74.0
